Trip_ID,policyholder_id,vin,Start_Time,End_Time,Start_Location_Lat,Start_Location_Lon,Time_of_Day_Category,Duration_Min,Distance_Miles,Peak_High_Speed,Average_Speed,Peak_Low_Speed,Max_Speed_Limit_Exceeded,Sudden_Braking_Count,Rapid_Acceleration_Count,Harsh_Cornering_Count,Speeding_Incidents,Safety_Score,Braking_Index,Acceleration_Index,Trip_Risk_Level
52_109288_POL4048_1557744120_0004,52,103HGBH41JXMN109288,5/13/2019 10:42,5/13/2019 11:38,40.371642,-72.428779,Morning,56.5,64.89,91.02,68.91,17.55,19.54,8,10,8,7,25.15,0.79,0.86,High
52_109289_POL4047_1519551840_0001,52,104HGBH41JXMN109289,2/25/2018 9:44,2/25/2018 10:05,25.277058,-100.051795,Morning,21.18,23.71,80.36,67.16,3.01,38.47,13,7,9,12,27.06,0.77,0.79,High
52_109289_POL4047_1520743020_0002,52,104HGBH41JXMN109289,3/11/2018 4:37,3/11/2018 5:33,25.431331,-100.757949,Night,56.31,52.57,88.3,56.01,7.99,22.64,15,14,7,11,45.55,0.86,0.9,High
52_109289_POL4047_1525690440_0003,52,104HGBH41JXMN109289,5/7/2018 10:54,5/7/2018 11:01,35.061818,-86.145167,Morning,7.44,8.93,91.95,71.99,5.6,24.95,11,6,8,6,47.18,0.72,0.9,High
52_109289_POL4047_1538225820_0004,52,104HGBH41JXMN109289,9/29/2018 12:57,9/29/2018 13:34,36.634927,-114.960705,Afternoon,37.77,44.65,88.86,70.93,18.95,24.01,8,15,12,12,27.6,0.82,0.85,High
53_109290_POL4049_1471534920_0001,53,105HGBH41JXMN109290,8/18/2016 15:42,8/18/2016 16:20,36.131738,-105.243439,Afternoon,38.78,32.19,73.1,49.8,14.39,9.29,3,3,6,5,63.33,0.63,0.42,Medium
53_109290_POL4049_1466972460_0002,53,105HGBH41JXMN109290,6/26/2016 20:21,6/26/2016 20:42,34.295796,-77.743376,Evening,21.73,17.99,72.57,49.68,4.63,6.45,3,4,5,4,67.1,0.37,0.5,Medium
53_109290_POL4049_1458112080_0003,53,105HGBH41JXMN109290,3/16/2016 7:08,3/16/2016 7:15,42.743381,-124.32475,Morning,7.77,7.64,70.14,59.02,7.27,10.78,3,6,4,3,67.17,0.57,0.62,Medium
53_109290_POL4049_1482049560_0004,53,105HGBH41JXMN109290,12/18/2016 8:26,12/18/2016 8:58,34.515864,-121.778808,Morning,32.49,27.18,70.52,50.19,13.5,8.73,4,2,3,4,59.86,0.49,0.35,Medium
53_109290_POL4049_1481368320_0005,53,105HGBH41JXMN109290,12/10/2016 11:12,12/10/2016 11:49,35.721247,-107.658719,Morning,37.52,33.47,66.57,53.52,14.17,7.03,4,6,6,2,59.78,0.5,0.36,Medium
53_109290_POL4051_1518087960_0006,53,105HGBH41JXMN109290,2/8/2018 11:06,2/8/2018 11:33,33.176315,-88.282042,Morning,27.11,25.12,73.56,55.59,9.71,13.55,4,6,3,4,66.17,0.42,0.62,Medium
53_109290_POL4051_1542911340_0007,53,105HGBH41JXMN109290,11/22/2018 18:29,11/22/2018 19:03,32.88156,-107.840797,Evening,34.93,32.09,73.11,55.13,2.77,12.61,6,4,6,5,59.63,0.5,0.35,Medium
53_109291_POL4050_1490523960_0001,53,106HGBH41JXMN109291,3/26/2017 10:26,3/26/2017 10:45,44.962362,-113.349256,Morning,19.82,18.73,73.53,56.71,4.08,10.89,3,5,3,4,70.71,0.58,0.54,Medium
53_109291_POL4050_1484121180_0002,53,106HGBH41JXMN109291,1/11/2017 7:53,1/11/2017 8:29,38.752313,-112.428232,Morning,36.43,33.1,69.21,54.51,7.99,14.35,4,4,3,5,70.92,0.57,0.46,Medium
53_109291_POL4050_1506251100_0003,53,106HGBH41JXMN109291,9/24/2017 11:05,9/24/2017 11:32,46.160284,-94.719723,Morning,27.95,27.86,71.92,59.8,10.27,11.63,4,2,6,4,60.59,0.37,0.62,Medium
53_109291_POL4050_1489826940_0004,53,106HGBH41JXMN109291,3/18/2017 8:49,3/18/2017 9:18,40.574688,-72.886598,Morning,29.06,26.28,71.71,54.26,7.37,13.3,4,5,4,5,65.22,0.49,0.39,Medium
54_109292_POL4052_1536484620_0001,54,107HGBH41JXMN109292,9/9/2018 9:17,9/9/2018 9:22,30.09007,-114.573071,Morning,5.59,3.89,62.77,41.77,10.23,3.9,2,0,1,2,97.46,0.14,0.19,Low
54_109292_POL4052_1530141420_0002,54,107HGBH41JXMN109292,6/27/2018 23:17,6/28/2018 0:16,35.568233,-69.380323,Night,59.63,41.89,61.24,42.15,1.22,4.05,3,2,2,0,89.08,0.25,0.17,Low
54_109292_POL4052_1524176580_0003,54,107HGBH41JXMN109292,4/19/2018 22:23,4/19/2018 23:17,28.169201,-98.501269,Night,54.08,44.76,64.04,49.66,3.96,4.76,1,2,2,2,97.56,0.16,0.19,Low
54_109292_POL4054_1586842020_0004,54,107HGBH41JXMN109292,4/14/2020 5:27,4/14/2020 5:34,37.897964,-102.111898,Morning,7.23,4.21,58.5,34.96,2.57,4.77,2,2,1,2,82.15,0.21,0.29,Low
54_109292_POL4054_1585519440_0005,54,107HGBH41JXMN109292,3/29/2020 22:04,3/29/2020 22:17,41.293857,-67.50516,Night,13.97,7.49,57.42,32.15,8.79,3.6,2,1,0,0,96.16,0.29,0.18,Low
54_109292_POL4054_1605713100_0006,54,107HGBH41JXMN109292,11/18/2020 15:25,11/18/2020 15:50,40.444438,-107.008788,Afternoon,25.81,15.62,50.96,36.31,16.72,0.69,2,0,0,2,94.9,0.29,0.1,Low
54_109292_POL4054_1592886780_0007,54,107HGBH41JXMN109292,6/23/2020 4:33,6/23/2020 5:13,33.940373,-98.298061,Night,40.68,28.65,61.68,42.26,7.66,2.25,1,0,1,2,92.58,0.21,0.19,Low
10_109205_POL2029_1528686000_0001,10,20HGBH41JXMN109205,6/11/2018 3:00,6/11/2018 3:42,25.081305,-111.637909,Night,42.21,45.47,87.55,64.64,6.15,22.42,10,13,6,8,39.38,0.74,0.76,High
10_109205_POL2029_1519897320_0002,10,20HGBH41JXMN109205,3/1/2018 9:42,3/1/2018 10:19,46.411513,-117.43508,Morning,37.13,38.51,82.24,62.23,2.72,24.4,16,12,9,10,39.33,0.85,0.81,High
51_109286_POL4041_1456658400_0001,51,101HGBH41JXMN109286,2/28/2016 11:20,2/28/2016 11:44,46.644997,-78.951601,Morning,24.9,18.7,58.99,45.07,5.86,0.83,0,2,1,0,81.06,0.25,0.16,Low
51_109286_POL4041_1478012160_0002,51,101HGBH41JXMN109286,11/1/2016 14:56,11/1/2016 15:39,34.966302,-112.581447,Afternoon,43.58,28.14,54.22,38.74,5.69,2.32,1,0,1,0,96.16,0.28,0.16,Low
51_109286_POL4041_1476863400_0003,51,101HGBH41JXMN109286,10/19/2016 7:50,10/19/2016 8:21,26.782604,-89.667658,Morning,31.09,18.67,61.09,36.04,8.48,3.69,3,2,1,0,90.65,0.27,0.23,Low
51_109286_POL4041_1467016140_0004,51,101HGBH41JXMN109286,6/27/2016 8:29,6/27/2016 8:36,25.637982,-85.945013,Morning,7.24,3.82,51.68,31.62,12.53,0.65,0,1,2,2,94.85,0.28,0.11,Low
51_109286_POL4043_1515222540_0005,51,101HGBH41JXMN109286,1/6/2018 7:09,1/6/2018 7:23,46.902296,-73.033815,Morning,14.32,7.48,49.67,31.34,7.52,3.69,3,0,2,0,81.92,0.19,0.11,Low
51_109286_POL4043_1523823540_0006,51,101HGBH41JXMN109286,4/15/2018 20:19,4/15/2018 20:31,30.989385,-71.995851,Evening,12.06,8.13,61.17,40.43,6.95,0.69,2,2,0,1,87.16,0.22,0.13,Low
51_109286_POL4043_1515181020_0007,51,101HGBH41JXMN109286,1/5/2018 19:37,1/5/2018 20:03,37.046047,-94.51416,Evening,26.35,21,63.13,47.82,19.25,1.46,3,2,1,0,92.79,0.26,0.12,Low
51_109286_POL4043_1536586440_0008,51,101HGBH41JXMN109286,9/10/2018 13:34,9/10/2018 13:40,29.65527,-75.505552,Afternoon,6.97,4.95,59.61,42.62,12.83,1.47,3,2,2,0,95.82,0.24,0.14,Low
51_109286_POL4043_1521241740_0009,51,101HGBH41JXMN109286,3/16/2018 23:09,3/16/2018 23:26,43.51111,-102.880155,Night,17.36,12.19,62.27,42.12,2.92,2.16,1,2,1,2,82.36,0.15,0.21,Low
51_109286_POL4045_1602970740_0010,51,101HGBH41JXMN109286,10/17/2020 21:39,10/17/2020 22:01,27.238163,-124.665711,Night,22.3,14.92,55.38,40.15,6.24,2.63,0,0,1,1,94.72,0.23,0.24,Low
51_109286_POL4045_1583060040_0011,51,101HGBH41JXMN109286,3/1/2020 10:54,3/1/2020 11:22,45.212276,-65.895954,Morning,28.23,21.83,57.89,46.4,13.38,1.32,1,1,2,2,89.33,0.26,0.3,Low
51_109286_POL4045_1607348880_0012,51,101HGBH41JXMN109286,12/7/2020 13:48,12/7/2020 14:47,32.721738,-116.945855,Afternoon,59.15,41.62,61.94,42.22,12.4,2.31,2,0,2,0,85.68,0.12,0.18,Low
51_109286_POL4045_1584311340_0013,51,101HGBH41JXMN109286,3/15/2020 22:29,3/15/2020 22:45,40.889409,-107.236068,Night,16.78,11.51,45.75,41.14,18.56,2.21,2,0,1,1,84.12,0.14,0.19,Low
51_109286_POL4045_1580298540_0014,51,101HGBH41JXMN109286,1/29/2020 11:49,1/29/2020 12:39,25.260111,-101.902275,Morning,50.4,40.48,61.66,48.19,1.22,2.13,2,2,0,2,82.52,0.14,0.15,Low
51_109287_POL4042_1495096920_0001,51,102HGBH41JXMN109287,5/18/2017 8:42,5/18/2017 8:52,40.142544,-82.55023,Morning,10.81,7.4,51.33,41.1,5.66,3.21,1,0,2,1,97.49,0.25,0.11,Low
51_109287_POL4042_1508458500_0002,51,102HGBH41JXMN109287,10/20/2017 0:15,10/20/2017 0:31,42.056246,-65.113072,Night,16.02,12.89,64.05,48.28,2.47,2.68,0,0,0,2,97.24,0.28,0.23,Low
7_109198_POL2019_1453189980_0001,7,13HGBH41JXMN109198,1/19/2016 7:53,1/19/2016 8:23,38.951205,-104.881346,Morning,30.23,28.66,81.28,56.88,13.93,15.57,8,7,10,9,39.68,0.82,0.89,High
7_109198_POL2019_1441335360_0002,7,13HGBH41JXMN109198,9/4/2015 2:56,9/4/2015 3:46,29.369137,-86.347965,Night,50.8,47.49,98.67,56.09,5.37,28.82,14,18,9,11,29,0.86,0.92,High
7_109198_POL2021_1560047580_0003,7,13HGBH41JXMN109198,6/9/2019 2:33,6/9/2019 3:12,33.60345,-71.965119,Night,39.4,48.44,97.61,73.76,5.8,34.45,15,16,6,7,35.52,0.76,0.72,High
7_109198_POL2021_1564563420_0004,7,13HGBH41JXMN109198,7/31/2019 8:57,7/31/2019 9:46,31.917213,-94.793577,Morning,49.26,53.47,105.35,65.13,11.96,15.06,9,14,12,5,43.15,0.83,0.83,High
7_109198_POL2021_1541941080_0005,7,13HGBH41JXMN109198,11/11/2018 12:58,11/11/2018 13:10,41.963451,-67.952088,Afternoon,12.07,14.33,84.94,71.24,15.55,34.6,16,6,9,5,24.22,0.72,0.84,High
7_109198_POL2021_1557494040_0006,7,13HGBH41JXMN109198,5/10/2019 13:14,5/10/2019 13:55,26.205785,-112.61181,Afternoon,41.2,37.98,107.24,55.31,15.4,24.31,16,18,12,12,33.08,0.73,0.81,High
7_109198_POL2021_1553771820_0007,7,13HGBH41JXMN109198,3/28/2019 11:17,3/28/2019 11:40,27.981064,-77.579362,Morning,23.07,23.07,95.27,59.99,2.34,15.88,10,7,6,7,26.7,0.77,0.83,High
7_109199_POL2020_1477630860_0001,7,14HGBH41JXMN109199,10/28/2016 5:01,10/28/2016 5:39,27.462227,-83.898056,Morning,38.68,46.41,106.23,71.99,18.53,28.48,11,14,13,12,45.6,0.74,0.74,High
7_109199_POL2020_1480110420_0002,7,14HGBH41JXMN109199,11/25/2016 21:47,11/25/2016 22:03,29.108725,-66.454632,Night,16.73,17.38,106.71,62.33,13.48,37.19,8,6,6,15,23.08,0.93,0.93,High
7_109199_POL2020_1472191500_0003,7,14HGBH41JXMN109199,8/26/2016 6:05,8/26/2016 7:03,38.037346,-118.491693,Morning,58.46,66.43,92.44,68.18,8.54,19.71,18,16,7,9,26.75,0.94,0.87,High
7_109199_POL2020_1483116780_0004,7,14HGBH41JXMN109199,12/30/2016 16:53,12/30/2016 17:37,37.723637,-90.785057,Afternoon,44,51.98,93.85,70.88,7.07,38.87,17,7,15,12,42.79,0.91,0.73,High
7_109199_POL2020_1475210460_0005,7,14HGBH41JXMN109199,9/30/2016 4:41,9/30/2016 5:08,35.207717,-97.416587,Night,27.23,32.23,90.27,71.02,3.79,20.17,17,17,8,9,25.19,0.93,0.92,High
8_109200_POL2022_1467414960_0001,8,15HGBH41JXMN109200,7/1/2016 23:16,7/2/2016 0:03,26.748443,-76.617712,Night,47.13,37.59,68.56,47.85,10.25,5.5,7,4,3,4,70.58,0.59,0.47,Medium
8_109200_POL2022_1461577560_0002,8,15HGBH41JXMN109200,4/25/2016 9:46,4/25/2016 10:14,27.381104,-94.873125,Morning,28.64,25.68,66.17,53.79,4.34,7.51,5,4,4,6,62.33,0.46,0.58,Medium
8_109200_POL2022_1478318040_0003,8,15HGBH41JXMN109200,11/5/2016 3:54,11/5/2016 4:16,29.457669,-65.614495,Night,22.61,19.35,68.83,51.35,10.02,7.88,8,7,3,3,71.3,0.43,0.48,Medium
8_109200_POL2022_1483612860_0004,8,15HGBH41JXMN109200,1/5/2017 10:41,1/5/2017 11:38,29.745673,-89.159213,Morning,57.33,46.98,74.75,49.17,13.72,5.26,8,5,2,2,74.22,0.63,0.64,Medium
8_109200_POL2022_1491323820_0005,8,15HGBH41JXMN109200,4/4/2017 16:37,4/4/2017 17:16,32.148441,-78.448874,Afternoon,39.55,38.79,74.68,58.85,8.68,12.64,4,2,6,6,60.51,0.45,0.38,Medium
8_109200_POL2024_1561113180_0006,8,15HGBH41JXMN109200,6/21/2019 10:33,6/21/2019 10:54,27.909767,-82.655375,Morning,21.2,20.12,75.29,56.94,18.89,10.34,8,6,4,4,70.45,0.59,0.38,Medium
8_109200_POL2024_1558359060_0007,8,15HGBH41JXMN109200,5/20/2019 13:31,5/20/2019 14:26,46.526296,-88.101841,Afternoon,55.29,46.85,75.78,50.84,14.75,14.67,6,4,3,5,67.99,0.58,0.54,Medium
8_109200_POL2024_1559493000_0008,8,15HGBH41JXMN109200,6/2/2019 16:30,6/2/2019 17:11,44.89761,-96.304406,Afternoon,41.83,35.85,73.99,51.42,3.45,13.61,4,6,3,5,60.85,0.6,0.6,Medium
8_109200_POL2024_1562120340_0009,8,15HGBH41JXMN109200,7/3/2019 2:19,7/3/2019 2:30,27.988478,-117.720754,Night,11.14,10.32,67.41,55.56,11.11,12.94,5,7,6,6,59.12,0.44,0.48,Medium
8_109200_POL2024_1557660120_0010,8,15HGBH41JXMN109200,5/12/2019 11:22,5/12/2019 12:14,41.487337,-72.305896,Morning,52.6,45.05,70.33,51.39,14,8.46,7,2,6,4,73.19,0.44,0.42,Medium
8_109201_POL2023_1510760700_0001,8,16HGBH41JXMN109201,11/15/2017 15:45,11/15/2017 16:12,27.380735,-99.901142,Afternoon,27.03,25.18,69.34,55.9,11.72,5.97,6,6,6,3,59.55,0.39,0.51,Medium
8_109201_POL2023_1510033680_0002,8,16HGBH41JXMN109201,11/7/2017 5:48,11/7/2017 6:19,36.691315,-94.611722,Morning,31.2,30.85,68.35,59.32,11.02,5.46,6,4,6,3,69.79,0.6,0.57,Medium
9_109202_POL2025_1426498980_0001,9,17HGBH41JXMN109202,3/16/2015 9:43,3/16/2015 9:51,30.695177,-89.083246,Morning,8.99,4.81,46.36,32.12,11.67,4.61,3,1,1,2,81.54,0.27,0.21,Low
9_109202_POL2025_1448306640_0002,9,17HGBH41JXMN109202,11/23/2015 19:24,11/23/2015 19:34,27.461288,-109.26557,Evening,10.23,7.49,55.43,43.95,1.35,3.54,2,0,1,2,94.2,0.27,0.18,Low
9_109202_POL2027_1524082080_0003,9,17HGBH41JXMN109202,4/18/2018 20:08,4/18/2018 21:02,32.322718,-93.931931,Evening,54.93,30.07,49.7,32.85,9.33,0.01,3,2,1,2,81.84,0.12,0.13,Low
9_109202_POL2027_1544564940_0004,9,17HGBH41JXMN109202,12/11/2018 21:49,12/11/2018 22:35,34.15526,-84.309693,Night,46.12,28.34,60.96,36.87,5.9,2.49,1,2,1,0,88.11,0.17,0.28,Low
9_109202_POL2027_1519335420_0005,9,17HGBH41JXMN109202,2/22/2018 21:37,2/22/2018 22:07,40.637425,-70.445572,Night,30.8,24.9,61.78,48.5,3.54,4.91,2,0,1,2,81.02,0.1,0.29,Low
9_109203_POL2026_1487337840_0001,9,18HGBH41JXMN109203,2/17/2017 13:24,2/17/2017 14:02,42.23743,-73.460128,Afternoon,38.26,21,61.74,32.94,9.54,4.22,1,1,0,1,92.41,0.22,0.13,Low
9_109203_POL2026_1464095760_0002,9,18HGBH41JXMN109203,5/24/2016 13:16,5/24/2016 13:38,43.456939,-82.457901,Afternoon,22.48,16.55,57,44.18,19.52,0.65,1,1,1,0,97.93,0.24,0.19,Low
9_109203_POL2026_1474052340_0003,9,18HGBH41JXMN109203,9/16/2016 18:59,9/16/2016 19:29,38.257868,-90.366357,Evening,30.6,17.73,58.49,34.77,18.06,2.13,3,1,0,1,97.73,0.16,0.13,Low
9_109203_POL2026_1483382760_0004,9,18HGBH41JXMN109203,1/2/2017 18:46,1/2/2017 19:36,32.075719,-99.413792,Evening,50.98,28.12,62.17,33.09,16.32,1.46,0,0,0,1,84.29,0.13,0.14,Low
10_109204_POL2028_1506151800_0001,10,19HGBH41JXMN109204,9/23/2017 7:30,9/23/2017 8:15,31.641979,-89.796072,Morning,45.44,52.13,87.58,68.84,1.37,36.73,18,7,9,15,47.2,0.84,0.82,High
10_109204_POL2028_1495019340_0002,10,19HGBH41JXMN109204,5/17/2017 11:09,5/17/2017 12:02,47.039511,-96.976559,Morning,53.03,50.25,90,56.86,5.59,16.95,9,11,6,5,28.15,0.88,0.83,High
10_109204_POL2030_1593652800_0003,10,19HGBH41JXMN109204,7/2/2020 1:20,7/2/2020 2:08,47.295049,-110.057117,Night,48.91,46.05,95.22,56.49,12.14,24.12,14,12,7,9,48.28,0.87,0.71,High
10_109204_POL2030_1603701360_0004,10,19HGBH41JXMN109204,10/26/2020 8:36,10/26/2020 8:42,43.345314,-87.427777,Morning,6.98,8.07,107.7,69.35,5.01,34.23,17,8,5,5,33.89,0.76,0.82,High
10_109204_POL2030_1587760560_0005,10,19HGBH41JXMN109204,4/24/2020 20:36,4/24/2020 20:45,30.058531,-80.089809,Evening,9.27,9.26,107.19,59.95,18.12,29.51,20,12,14,10,37.17,0.71,0.74,High
10_109204_POL2030_1601042760_0006,10,19HGBH41JXMN109204,9/25/2020 14:06,9/25/2020 14:58,47.776727,-93.600168,Afternoon,52.52,50.59,95.67,57.8,7.45,38.25,18,6,11,9,24.99,0.88,0.74,High
10_109204_POL2030_1575357720_0007,10,19HGBH41JXMN109204,12/3/2019 7:22,12/3/2019 7:28,33.474197,-96.170337,Morning,6.66,6.88,82.3,62,5.29,21.14,17,16,7,9,20.96,0.7,0.84,High
4_109193_POL2011_1496769000_0001,4,8HGBH41JXMN109193,6/6/2017 17:10,6/6/2017 17:55,36.187098,-93.244297,Evening,45.14,56.36,82.42,74.92,5.53,26.04,12,7,5,7,28.57,0.79,0.87,High
4_109193_POL2011_1489343700_0002,4,8HGBH41JXMN109193,3/12/2017 18:35,3/12/2017 19:00,43.332953,-89.444435,Evening,25.71,26.05,80.32,60.79,15.83,37.94,15,6,5,7,40.86,0.94,0.71,High
4_109193_POL2011_1496402220_0003,4,8HGBH41JXMN109193,6/2/2017 11:17,6/2/2017 11:31,45.550621,-74.418183,Morning,14.35,17.5,100.99,73.18,11.06,36.87,8,16,11,12,44.77,0.8,0.72,High
4_109193_POL2011_1489793340_0004,4,8HGBH41JXMN109193,3/17/2017 23:29,3/17/2017 23:45,40.447279,-97.295313,Night,16.08,16.95,85.07,63.24,12.69,37.63,10,10,7,12,39.7,0.83,0.81,High
4_109193_POL2011_1475995680_0005,4,8HGBH41JXMN109193,10/9/2016 6:48,10/9/2016 7:08,46.929687,-109.041401,Morning,20.68,19.22,86.12,55.75,1.18,32.27,13,9,9,6,35.48,0.76,0.72,High
4_109193_POL4032_1503303060_0006,4,8HGBH41JXMN109193,8/21/2017 8:11,8/21/2017 8:35,26.002639,-115.885556,Morning,24.86,27.23,85.39,65.72,2.34,33.11,11,12,9,7,30.51,0.87,0.8,High
4_109193_POL4032_1491189780_0007,4,8HGBH41JXMN109193,4/3/2017 3:23,4/3/2017 3:31,34.201296,-77.102164,Night,8.1,8.48,89.91,62.79,19.6,31.82,19,14,7,15,47.3,0.78,0.78,High
4_109193_POL4032_1510052760_0008,4,8HGBH41JXMN109193,11/7/2017 11:06,11/7/2017 11:21,32.476497,-65.05163,Morning,15.41,15.96,91.74,62.16,15.26,35.62,19,17,14,9,47.17,0.91,0.87,High
4_109193_POL4032_1507463340_0009,4,8HGBH41JXMN109193,10/8/2017 11:49,10/8/2017 12:28,40.819753,-75.957926,Morning,39.72,44.2,98.09,66.77,15.41,31.51,10,16,7,14,34.68,0.77,0.76,High
4_109193_POL4034_1570776600_0010,4,8HGBH41JXMN109193,10/11/2019 6:50,10/11/2019 7:08,42.994001,-113.251652,Morning,18.09,21.67,107.59,71.88,14.53,38.53,11,14,8,13,40.4,0.79,0.81,High
4_109193_POL4034_1565983860_0011,4,8HGBH41JXMN109193,8/16/2019 19:31,8/16/2019 19:37,36.623894,-88.529193,Evening,6.51,5.99,81.79,55.23,9.14,21.38,12,11,5,10,37.73,0.83,0.78,High
4_109193_POL4034_1570735500_0012,4,8HGBH41JXMN109193,10/10/2019 19:25,10/10/2019 19:51,35.865664,-108.419292,Evening,26.72,31.38,92.79,70.47,2.63,39.55,20,15,5,10,30.91,0.74,0.86,High
4_109193_POL4034_1549590660_0013,4,8HGBH41JXMN109193,2/8/2019 1:51,2/8/2019 2:34,30.724404,-77.4359,Night,43.08,50.3,101.51,70.06,18.97,29.77,8,6,10,6,40.57,0.91,0.93,High
4_109193_POL4036_1615816980_0014,4,8HGBH41JXMN109193,3/15/2021 14:03,3/15/2021 14:08,41.505679,-115.490621,Afternoon,5.74,6.07,95.33,63.42,4.42,39.65,19,8,9,14,36.69,0.74,0.81,High
4_109193_POL4036_1634467740_0015,4,8HGBH41JXMN109193,10/17/2021 10:49,10/17/2021 11:42,44.443731,-80.516439,Morning,53.16,52.37,86.31,59.11,17.26,19.52,16,10,13,13,25.12,0.93,0.76,High
4_109193_POL4038_1692757320_0016,4,8HGBH41JXMN109193,8/23/2023 2:22,8/23/2023 2:42,41.801297,-89.004414,Night,20.32,24.3,96.9,71.76,17.8,35.81,15,15,12,5,20.73,0.91,0.86,High
4_109193_POL4038_1694708460_0017,4,8HGBH41JXMN109193,9/14/2023 16:21,9/14/2023 17:20,37.248382,-112.315556,Afternoon,59.36,67.24,101.49,67.96,8.56,18.7,17,15,15,8,23.37,0.8,0.84,High
4_109193_POL4040_1742329980_0018,4,8HGBH41JXMN109193,3/18/2025 20:33,3/18/2025 21:26,28.528338,-68.155628,Evening,53.87,66.72,92.82,74.31,8.5,37.57,18,14,5,8,40.31,0.92,0.87,High
4_109193_POL4040_1736583900_0019,4,8HGBH41JXMN109193,1/11/2025 8:25,1/11/2025 8:50,25.397178,-90.126291,Morning,25.8,26.57,90.97,61.79,16.31,38.06,8,11,5,9,28.21,0.8,0.85,High
5_109195_POL2014_1544294520_0001,5,10HGBH41JXMN109195,12/8/2018 18:42,12/8/2018 18:53,32.539954,-76.308454,Evening,11.59,11.25,73.8,58.26,9.77,12.17,5,7,3,6,66.2,0.36,0.61,Medium
5_109195_POL2014_1548480840_0002,5,10HGBH41JXMN109195,1/26/2019 5:34,1/26/2019 6:04,32.432566,-108.266569,Morning,30.61,25.26,75.13,49.52,7.78,13.88,7,6,6,2,56.33,0.39,0.39,Medium
5_109195_POL2014_1549030860_0003,5,10HGBH41JXMN109195,2/1/2019 14:21,2/1/2019 14:45,46.501735,-85.231172,Afternoon,24.92,18.95,67.54,45.63,12.96,6.18,3,6,6,5,64.63,0.63,0.54,Medium
5_109194_POL2013_1527204360_0001,5,9HGBH41JXMN109194,5/24/2018 23:26,5/24/2018 23:54,42.286156,-99.921068,Night,28.31,24.8,67.98,52.57,10.01,13.34,8,3,4,3,57.42,0.36,0.51,Medium
5_109194_POL2013_1510620600_0002,5,9HGBH41JXMN109194,11/14/2017 0:50,11/14/2017 1:07,41.88507,-66.897752,Night,17.12,12.85,68.12,45.03,5.2,6.93,6,3,5,3,74.22,0.49,0.55,Medium
5_109194_POL2015_1612766760_0003,5,9HGBH41JXMN109194,2/8/2021 6:46,2/8/2021 7:43,31.552309,-70.844502,Morning,57.13,45.95,68.34,48.26,15.2,11.43,4,6,6,5,70.45,0.35,0.58,Medium
5_109194_POL2015_1614719460_0004,5,9HGBH41JXMN109194,3/2/2021 21:11,3/2/2021 22:04,41.379708,-111.809095,Night,53.23,44.3,77.61,49.93,12.03,9.08,7,7,6,3,58.91,0.63,0.51,Medium
5_109194_POL2015_1622402460_0005,5,9HGBH41JXMN109194,5/30/2021 19:21,5/30/2021 20:16,30.787626,-84.930057,Evening,55.49,54.89,67.61,59.35,8.17,12.18,7,3,5,6,74.1,0.56,0.36,Medium
5_109194_POL2015_1608079620_0006,5,9HGBH41JXMN109194,12/16/2020 0:47,12/16/2020 1:42,45.231902,-113.537662,Night,55.59,48.2,73.31,52.02,18.27,12.74,8,7,6,2,71.5,0.48,0.4,Medium
6_109196_POL2016_1480804800_0001,6,11HGBH41JXMN109196,12/3/2016 22:40,12/3/2016 23:03,41.136294,-104.901522,Night,23.91,19.89,64.34,49.91,1.73,4.06,3,1,2,0,82.04,0.17,0.11,Low
6_109196_POL2016_1482124380_0002,6,11HGBH41JXMN109196,12/19/2016 5:13,12/19/2016 5:41,26.708996,-92.354834,Morning,28.02,15.57,56.8,33.34,10.67,1.52,2,1,2,1,87.3,0.15,0.24,Low
6_109196_POL2016_1475802300_0003,6,11HGBH41JXMN109196,10/7/2016 1:05,10/7/2016 1:24,34.41987,-108.958087,Night,19.68,15.79,60.46,48.15,7.83,1.46,2,1,1,2,94.02,0.19,0.29,Low
6_109196_POL2016_1480440540_0004,6,11HGBH41JXMN109196,11/29/2016 17:29,11/29/2016 17:41,41.658565,-99.434488,Evening,12.27,8.74,51.65,42.73,11.03,0.4,0,1,0,2,85.37,0.29,0.1,Low
6_109196_POL2018_1558214640_0005,6,11HGBH41JXMN109196,5/18/2019 21:24,5/18/2019 21:38,41.430409,-101.616272,Night,14.63,7.54,52.02,30.91,14.09,2.6,2,1,2,0,99.87,0.27,0.29,Low
6_109196_POL2018_1583203500_0006,6,11HGBH41JXMN109196,3/3/2020 2:45,3/3/2020 2:57,35.679837,-93.337248,Night,12.25,8.28,63.22,40.54,16.83,3.03,3,0,2,0,96.9,0.23,0.25,Low
6_109196_POL2018_1586897100_0007,6,11HGBH41JXMN109196,4/14/2020 20:45,4/14/2020 21:31,32.845308,-93.024023,Evening,46.69,35.92,61.45,46.16,19.02,1.26,0,2,0,2,98.41,0.3,0.2,Low
6_109196_POL2018_1582661760_0008,6,11HGBH41JXMN109196,2/25/2020 20:16,2/25/2020 20:29,40.667853,-103.245747,Evening,13.03,10.08,61.28,46.42,12.32,0.18,3,1,2,1,92.25,0.16,0.16,Low
6_109197_POL2017_1523745780_0001,6,12HGBH41JXMN109197,4/14/2018 22:43,4/14/2018 23:16,43.872333,-83.776445,Night,33.45,26.55,47.38,47.63,7.68,0.34,2,0,1,0,86.98,0.2,0.2,Low
